array	sample	purity
TCGA-13-0755-01	TCGA-13-0755-01A-01D-0356-01	0.84
TCGA-13-0757-01	TCGA-13-0757-01A-01D-0356-01	0.77
TCGA-13-0760-01	TCGA-13-0760-01A-01D-0356-01	0.81
TCGA-13-0764-01	TCGA-13-0764-01A-03D-0356-01	0.77
TCGA-13-0768-01	TCGA-13-0768-01A-01D-0356-01	0.21
TCGA-13-0791-01	TCGA-13-0791-01A-01D-0356-01	0.89
TCGA-13-0794-01	TCGA-13-0794-01A-01D-0356-01	0.93
TCGA-13-0795-01	TCGA-13-0795-01A-01D-0356-01	0.48
TCGA-13-0800-01	TCGA-13-0800-01A-01D-0356-01	0.8
TCGA-13-0804-01	TCGA-13-0804-01A-01D-0356-01	0.86
TCGA-13-0805-01	TCGA-13-0805-01A-01D-0356-01	0.8
TCGA-13-0807-01	TCGA-13-0807-01B-02D-0399-01	0.77
TCGA-13-0883-01	TCGA-13-0883-01A-02D-0399-01	0.72
TCGA-13-0884-01	TCGA-13-0884-01B-01D-0452-01	0.58
TCGA-13-0885-01	TCGA-13-0885-01A-02D-0399-01	0.49
TCGA-13-0886-01	TCGA-13-0886-01A-01D-0399-01	0.61
TCGA-13-0887-01	TCGA-13-0887-01A-01D-0399-01	0.91
TCGA-13-0888-01	TCGA-13-0888-01A-01D-0399-01	0.79
TCGA-13-0889-01	TCGA-13-0889-01A-01D-0399-01	0.79
TCGA-13-0890-01	TCGA-13-0890-01A-01D-0399-01	0.57
TCGA-13-0891-01	TCGA-13-0891-01A-01D-0399-01	0.92
TCGA-13-0893-01	TCGA-13-0893-01B-01D-0452-01	0.71
TCGA-13-0897-01	TCGA-13-0897-01A-01D-0399-01	0.81
TCGA-13-0899-01	TCGA-13-0899-01A-01D-0399-01	0.76
TCGA-13-0903-01	TCGA-13-0903-01A-01D-0399-01	0.88
TCGA-13-0904-01	TCGA-13-0904-01A-02D-0399-01	0.89
TCGA-13-0905-01	TCGA-13-0905-01B-01D-0452-01	0.94
TCGA-13-0910-01	TCGA-13-0910-01A-01D-0399-01	0.77
TCGA-13-0911-01	TCGA-13-0911-01A-01D-0399-01	0.6
TCGA-13-0912-01	TCGA-13-0912-01A-01D-0399-01	0.94
TCGA-13-0913-01	TCGA-13-0913-01A-01D-0399-01	0.95
TCGA-13-0916-01	TCGA-13-0916-01A-01D-0399-01	0.91
TCGA-13-0921-01	TCGA-13-0921-01A-01D-0399-01	0.84
TCGA-13-0923-01	TCGA-13-0923-01A-01D-0399-01	0.78
TCGA-13-1403-01	TCGA-13-1403-01A-01D-0452-01	0.93
TCGA-13-1404-01	TCGA-13-1404-01A-01D-0452-01	0.88
TCGA-13-1405-01	TCGA-13-1405-01A-01D-0452-01	0.68
TCGA-13-1411-01	TCGA-13-1411-01A-01D-0452-01	0.39
TCGA-13-1412-01	TCGA-13-1412-01A-01D-0452-01	0.69
TCGA-13-1477-01	TCGA-13-1477-01A-01D-0472-01	0.91
TCGA-13-1481-01	TCGA-13-1481-01A-01D-0472-01	0.65
TCGA-13-1482-01	TCGA-13-1482-01A-01D-0472-01	0.86
TCGA-13-1483-01	TCGA-13-1483-01A-01D-0472-01	0.77
TCGA-13-1484-01	TCGA-13-1484-01A-01D-0472-01	0.49
TCGA-13-1487-01	TCGA-13-1487-01A-01D-0472-01	0.85
TCGA-13-1488-01	TCGA-13-1488-01A-01D-0472-01	0.73
TCGA-13-1489-01	TCGA-13-1489-01A-01D-0472-01	0.88
TCGA-13-1491-01	TCGA-13-1491-01A-01D-0472-01	0.9
TCGA-13-1492-01	TCGA-13-1492-01A-01D-0472-01	0.99
TCGA-13-1494-01	TCGA-13-1494-01A-01D-0472-01	0.63
TCGA-13-1495-01	TCGA-13-1495-01A-01D-0472-01	0.82
TCGA-13-1496-01	TCGA-13-1496-01A-01D-0472-01	0.8
TCGA-13-1497-01	TCGA-13-1497-01A-01D-0472-01	0.85
TCGA-13-1498-01	TCGA-13-1498-01A-01D-0472-01	0.89
TCGA-13-1499-01	TCGA-13-1499-01A-01D-0472-01	0.42
TCGA-13-1500-01	TCGA-13-1500-01A-01D-0472-01	0.74
TCGA-13-1501-01	TCGA-13-1501-01A-01D-0472-01	0.65
TCGA-13-1504-01	TCGA-13-1504-01A-01D-0472-01	0.49
TCGA-13-1505-01	TCGA-13-1505-01A-01D-0472-01	0.87
TCGA-13-1506-01	TCGA-13-1506-01A-01D-0472-01	0.94
TCGA-13-1507-01	TCGA-13-1507-01A-01D-0472-01	0.73
TCGA-13-1509-01	TCGA-13-1509-01A-01D-0472-01	0.78
TCGA-13-1510-01	TCGA-13-1510-01A-02D-0472-01	0.89
TCGA-13-1511-01	TCGA-13-1511-01A-01D-0472-01	0.89
TCGA-13-1512-01	TCGA-13-1512-01A-01D-0472-01	0.85
TCGA-13-2057-01	TCGA-13-2057-01A-02D-1043-01	0.71
TCGA-13-2059-01	TCGA-13-2059-01A-01D-1043-01	0.73
TCGA-13-2060-01	TCGA-13-2060-01A-01D-0704-01	0.65
TCGA-13-2061-01	TCGA-13-2061-01A-01D-1043-01	0.82
TCGA-13-2065-01	TCGA-13-2065-01A-01D-1043-01	0.71
TCGA-13-2071-01	TCGA-13-2071-01A-02D-1043-01	0.66
TCGA-13-A5FT-01	TCGA-13-A5FT-01A-11D-A402-01	0.85
TCGA-13-A5FU-01	TCGA-13-A5FU-01A-11D-A402-01	0.67
TCGA-20-0987-01	TCGA-20-0987-01A-02D-0428-01	0.48
TCGA-20-0991-01	TCGA-20-0991-01A-03D-0428-01	0.53
TCGA-20-1682-01	TCGA-20-1682-01A-01D-0559-01	0.82
TCGA-20-1683-01	TCGA-20-1683-01A-01D-0559-01	0.89
TCGA-20-1684-01	TCGA-20-1684-01A-01D-0559-01	0.96
TCGA-20-1685-01	TCGA-20-1685-01A-01D-0559-01	0.74
TCGA-20-1686-01	TCGA-20-1686-01A-01D-0559-01	0.82
TCGA-20-1687-01	TCGA-20-1687-01A-01D-0559-01	0.76
TCGA-23-1021-01	TCGA-23-1021-01B-01D-0428-01	0.93
TCGA-23-1022-01	TCGA-23-1022-01A-02D-0428-01	0.89
TCGA-23-1027-01	TCGA-23-1027-01A-02D-0428-01	0.8
TCGA-23-1029-01	TCGA-23-1029-01B-01D-0577-01	0.83
TCGA-23-1030-01	TCGA-23-1030-01A-02D-0428-01	0.87
TCGA-23-1032-01	TCGA-23-1032-01A-02D-0428-01	0.59
TCGA-23-1110-01	TCGA-23-1110-01A-01D-0428-01	0.97
TCGA-23-1111-01	TCGA-23-1111-01A-01D-0577-01	0.83
TCGA-23-1113-01	TCGA-23-1113-01A-01D-0428-01	0.93
TCGA-23-1114-01	TCGA-23-1114-01B-01D-0559-01	0.76
TCGA-23-1116-01	TCGA-23-1116-01A-01D-0428-01	0.34
TCGA-23-1117-01	TCGA-23-1117-01A-02D-0428-01	0.69
TCGA-23-1118-01	TCGA-23-1118-01A-01D-0428-01	0.79
TCGA-23-1121-01	TCGA-23-1121-01A-01D-0428-01	0.96
TCGA-23-1123-01	TCGA-23-1123-01A-01D-0428-01	0.8
TCGA-23-1124-01	TCGA-23-1124-01A-01D-0428-01	0.76
TCGA-23-1809-01	TCGA-23-1809-01A-01D-0559-01	0.8
TCGA-23-2072-01	TCGA-23-2072-01A-01D-0663-01	0.81
TCGA-23-2077-01	TCGA-23-2077-01A-01D-0663-01	0.47
TCGA-23-2078-01	TCGA-23-2078-01A-01D-0663-01	0.6
TCGA-23-2079-01	TCGA-23-2079-01A-01D-0663-01	0.79
TCGA-23-2081-01	TCGA-23-2081-01A-01D-0663-01	0.91
TCGA-23-2084-01	TCGA-23-2084-01A-02D-0663-01	0.69
TCGA-23-2641-01	TCGA-23-2641-01A-01D-1043-01	0.92
TCGA-23-2643-01	TCGA-23-2643-01A-01D-1043-01	0.84
TCGA-23-2645-01	TCGA-23-2645-01A-01D-1043-01	0.74
TCGA-24-0970-01	TCGA-24-0970-01B-01D-0428-01	0.68
TCGA-24-0980-01	TCGA-24-0980-01A-01D-0399-01	0.73
TCGA-24-0982-01	TCGA-24-0982-01A-01D-0428-01	0.75
TCGA-24-1103-01	TCGA-24-1103-01A-01D-0428-01	0.96
TCGA-24-1104-01	TCGA-24-1104-01A-01D-0428-01	0.72
TCGA-24-1413-01	TCGA-24-1413-01A-01D-0452-01	0.93
TCGA-24-1416-01	TCGA-24-1416-01A-01D-0472-01	0.82
TCGA-24-1417-01	TCGA-24-1417-01A-01D-0472-01	0.69
TCGA-24-1418-01	TCGA-24-1418-01A-01D-0472-01	0.77
TCGA-24-1419-01	TCGA-24-1419-01A-01D-0472-01	0.98
TCGA-24-1422-01	TCGA-24-1422-01A-01D-0472-01	0.64
TCGA-24-1423-01	TCGA-24-1423-01A-01D-0472-01	0.93
TCGA-24-1424-01	TCGA-24-1424-01A-01D-0472-01	0.76
TCGA-24-1425-01	TCGA-24-1425-01A-02D-0497-01	0.66
TCGA-24-1426-01	TCGA-24-1426-01A-01D-0472-01	0.94
TCGA-24-1427-01	TCGA-24-1427-01A-01D-0472-01	0.57
TCGA-24-1428-01	TCGA-24-1428-01A-01D-0472-01	0.82
TCGA-24-1430-01	TCGA-24-1430-01A-01D-0472-01	0.97
TCGA-24-1431-01	TCGA-24-1431-01A-01D-0472-01	0.9
TCGA-24-1434-01	TCGA-24-1434-01A-01D-0472-01	0.63
TCGA-24-1435-01	TCGA-24-1435-01A-01D-0472-01	0.71
TCGA-24-1436-01	TCGA-24-1436-01A-01D-0472-01	0.78
TCGA-24-1463-01	TCGA-24-1463-01A-01D-0472-01	0.84
TCGA-24-1464-01	TCGA-24-1464-01A-01D-0472-01	0.85
TCGA-24-1466-01	TCGA-24-1466-01A-01D-0472-01	0.85
TCGA-24-1467-01	TCGA-24-1467-01A-01D-0472-01	0.77
TCGA-24-1469-01	TCGA-24-1469-01A-01D-0497-01	0.87
TCGA-24-1470-01	TCGA-24-1470-01A-01D-0497-01	0.84
TCGA-24-1471-01	TCGA-24-1471-01A-01D-0497-01	0.89
TCGA-24-1474-01	TCGA-24-1474-01A-01D-0497-01	0.79
TCGA-24-1549-01	TCGA-24-1549-01A-01D-0497-01	0.85
TCGA-24-1550-01	TCGA-24-1550-01A-01D-0497-01	0.77
TCGA-24-1551-01	TCGA-24-1551-01A-01D-0497-01	0.78
TCGA-24-1552-01	TCGA-24-1552-01A-01D-0497-01	0.91
TCGA-24-1562-01	TCGA-24-1562-01A-01D-0497-01	0.84
TCGA-24-1563-01	TCGA-24-1563-01A-01D-0497-01	0.85
TCGA-24-1564-01	TCGA-24-1564-01A-01D-0497-01	0.41
TCGA-24-1565-01	TCGA-24-1565-01A-01D-0497-01	0.78
TCGA-24-1603-01	TCGA-24-1603-01A-01D-0497-01	0.96
TCGA-24-1616-01	TCGA-24-1616-01A-01D-0497-01	0.8
TCGA-24-1842-01	TCGA-24-1842-01A-01D-0577-01	0.68
TCGA-24-1843-01	TCGA-24-1843-01A-01D-0577-01	0.77
TCGA-24-1844-01	TCGA-24-1844-01A-01D-0577-01	0.86
TCGA-24-1845-01	TCGA-24-1845-01A-01D-0577-01	0.86
TCGA-24-1846-01	TCGA-24-1846-01A-01D-0577-01	0.9
TCGA-24-1847-01	TCGA-24-1847-01A-01D-0559-01	0.54
TCGA-24-1849-01	TCGA-24-1849-01A-01D-0577-01	0.51
TCGA-24-1850-01	TCGA-24-1850-01A-01D-0577-01	0.77
TCGA-24-1927-01	TCGA-24-1927-01A-01D-0648-01	0.82
TCGA-24-2019-01	TCGA-24-2019-01A-02D-0663-01	0.85
TCGA-24-2024-01	TCGA-24-2024-01A-02D-0663-01	0.91
TCGA-24-2030-01	TCGA-24-2030-01A-01D-0663-01	0.86
TCGA-24-2033-01	TCGA-24-2033-01A-01D-0663-01	0.82
TCGA-24-2035-01	TCGA-24-2035-01A-01D-0663-01	0.61
TCGA-24-2038-01	TCGA-24-2038-01A-01D-0663-01	0.97
TCGA-24-2254-01	TCGA-24-2254-01A-01D-0663-01	0.81
TCGA-24-2260-01	TCGA-24-2260-01A-01D-0663-01	0.84
TCGA-24-2261-01	TCGA-24-2261-01A-01D-0663-01	0.74
TCGA-24-2262-01	TCGA-24-2262-01A-01D-0704-01	0.7
TCGA-24-2267-01	TCGA-24-2267-01A-01D-0704-01	0.57
TCGA-24-2271-01	TCGA-24-2271-01A-01D-0704-01	0.68
TCGA-24-2280-01	TCGA-24-2280-01A-01D-0704-01	0.59
TCGA-24-2281-01	TCGA-24-2281-01A-01D-0704-01	0.5
TCGA-24-2288-01	TCGA-24-2288-01A-01D-0704-01	0.52
TCGA-24-2289-01	TCGA-24-2289-01A-01D-0704-01	0.61
TCGA-24-2290-01	TCGA-24-2290-01A-01D-0704-01	0.81
TCGA-24-2293-01	TCGA-24-2293-01A-01D-0704-01	0.39
TCGA-24-2295-01	TCGA-24-2295-01A-01D-0704-01	0.89
TCGA-24-2298-01	TCGA-24-2298-01A-01D-0704-01	0.72
TCGA-25-1312-01	TCGA-25-1312-01A-01D-0452-01	0.82
TCGA-25-1313-01	TCGA-25-1313-01A-01D-0452-01	0.56
TCGA-25-1314-01	TCGA-25-1314-01A-01D-0452-01	0.83
TCGA-25-1315-01	TCGA-25-1315-01A-01D-0452-01	0.94
TCGA-25-1319-01	TCGA-25-1319-01A-01D-0452-01	0.89
TCGA-25-1320-01	TCGA-25-1320-01A-01D-0452-01	0.57
TCGA-25-1322-01	TCGA-25-1322-01A-01D-0452-01	0.75
TCGA-25-1323-01	TCGA-25-1323-01A-01D-0452-01	0.73
TCGA-25-1329-01	TCGA-25-1329-01A-01D-0452-01	0.81
TCGA-25-2042-01	TCGA-25-2042-01A-01D-0704-01	0.5
TCGA-25-2391-01	TCGA-25-2391-01A-01D-0704-01	0.88
TCGA-25-2392-01	TCGA-25-2392-01A-01D-0704-01	0.59
TCGA-25-2393-01	TCGA-25-2393-01A-01D-0704-01	0.84
TCGA-25-2396-01	TCGA-25-2396-01A-01D-0704-01	0.86
TCGA-25-2397-01	TCGA-25-2397-01A-01D-0704-01	0.91
TCGA-25-2398-01	TCGA-25-2398-01A-01D-0704-01	0.6
TCGA-25-2399-01	TCGA-25-2399-01A-01D-0704-01	0.84
TCGA-25-2400-01	TCGA-25-2400-01A-01D-0704-01	0.83
TCGA-25-2401-01	TCGA-25-2401-01A-01D-0704-01	0.62
TCGA-25-2404-01	TCGA-25-2404-01A-01D-0704-01	0.63
TCGA-29-1688-01	TCGA-29-1688-01A-01D-0559-01	0.84
TCGA-29-1690-01	TCGA-29-1690-01A-01D-0559-01	0.79
TCGA-29-1691-01	TCGA-29-1691-01A-01D-0559-01	0.91
TCGA-29-1693-01	TCGA-29-1693-01A-01D-0559-01	0.77
TCGA-29-1694-01	TCGA-29-1694-01A-01D-0559-01	0.79
TCGA-29-1695-01	TCGA-29-1695-01A-01D-0559-01	0.66
TCGA-29-1696-01	TCGA-29-1696-01A-01D-0559-01	0.95
TCGA-29-1697-01	TCGA-29-1697-01A-01D-0559-01	0.98
TCGA-29-1698-01	TCGA-29-1698-01A-01D-0559-01	0.6
TCGA-29-1699-01	TCGA-29-1699-01A-01D-0559-01	0.61
TCGA-29-1701-01	TCGA-29-1701-01A-01D-0559-01	0.71
TCGA-29-1702-01	TCGA-29-1702-01A-01D-0559-01	0.97
TCGA-29-1703-01	TCGA-29-1703-01A-01D-0559-01	0.93
TCGA-29-1705-01	TCGA-29-1705-01A-01D-0559-01	0.79
TCGA-29-1707-01	TCGA-29-1707-01A-01D-0559-01	0.88
TCGA-29-1710-01	TCGA-29-1710-01A-02D-0559-01	0.47
TCGA-29-1711-01	TCGA-29-1711-01A-01D-0559-01	0.84
TCGA-29-1761-01	TCGA-29-1761-01A-01D-0559-01	0.81
TCGA-29-1762-01	TCGA-29-1762-01A-01D-0559-01	0.89
TCGA-29-1763-01	TCGA-29-1763-01A-02D-0559-01	0.74
TCGA-29-1764-01	TCGA-29-1764-01A-01D-0559-01	0.58
TCGA-29-1766-01	TCGA-29-1766-01A-01D-0559-01	0.55
TCGA-29-1768-01	TCGA-29-1768-01A-01D-0559-01	0.54
TCGA-29-1769-01	TCGA-29-1769-01A-01D-0577-01	0.88
TCGA-29-1770-01	TCGA-29-1770-01A-01D-0559-01	0.73
TCGA-29-1771-01	TCGA-29-1771-01A-01D-0559-01	0.87
TCGA-29-1774-01	TCGA-29-1774-01A-01D-0577-01	0.86
TCGA-29-1775-01	TCGA-29-1775-01A-01D-0577-01	0.91
TCGA-29-1776-01	TCGA-29-1776-01A-01D-0577-01	0.88
TCGA-29-1777-01	TCGA-29-1777-01A-01D-0577-01	0.81
TCGA-29-1778-01	TCGA-29-1778-01A-01D-0577-01	0.7
TCGA-29-1781-01	TCGA-29-1781-01A-01D-0559-01	0.75
TCGA-29-1783-01	TCGA-29-1783-01A-01D-0559-01	0.71
TCGA-29-1784-01	TCGA-29-1784-01A-02D-0559-01	0.72
TCGA-29-1785-01	TCGA-29-1785-01A-01D-0559-01	0.88
TCGA-29-2427-01	TCGA-29-2427-01A-01D-0704-01	0.69
TCGA-29-2429-01	TCGA-29-2429-01A-01D-1043-01	0.58
TCGA-29-2431-01	TCGA-29-2431-01A-01D-1043-01	0.88
TCGA-29-2432-01	TCGA-29-2432-01A-01D-1043-01	0.64
TCGA-29-2434-01	TCGA-29-2434-01A-01D-1043-01	0.92
TCGA-29-2436-01	TCGA-29-2436-01A-01D-1043-01	0.73
TCGA-29-A5NZ-01	TCGA-29-A5NZ-01A-11D-A402-01	0.86
TCGA-30-1714-01	TCGA-30-1714-01A-02D-0559-01	0.9
TCGA-30-1718-01	TCGA-30-1718-01A-01D-0559-01	0.59
TCGA-30-1853-01	TCGA-30-1853-01A-02D-0648-01	1
TCGA-30-1855-01	TCGA-30-1855-01A-01D-0577-01	0.7
TCGA-30-1856-01	TCGA-30-1856-01A-01D-0577-01	0.89
TCGA-30-1857-01	TCGA-30-1857-01A-02D-0577-01	0.71
TCGA-30-1862-01	TCGA-30-1862-01A-02D-0648-01	0.73
TCGA-30-1891-01	TCGA-30-1891-01A-01D-0648-01	0.78
TCGA-31-1950-01	TCGA-31-1950-01A-01D-0648-01	0.48
TCGA-31-1953-01	TCGA-31-1953-01A-01D-0648-01	0.64
TCGA-31-1959-01	TCGA-31-1959-01A-01D-0648-01	0.66
TCGA-36-2530-01	TCGA-36-2530-01A-01D-1043-01	0.95
TCGA-36-2532-01	TCGA-36-2532-01A-01D-1043-01	0.86
TCGA-36-2533-01	TCGA-36-2533-01A-01D-1043-01	0.73
TCGA-36-2534-01	TCGA-36-2534-01A-01D-1043-01	0.91
TCGA-36-2537-01	TCGA-36-2537-01A-01D-1043-01	0.81
TCGA-36-2538-01	TCGA-36-2538-01A-01D-1043-01	0.71
TCGA-36-2540-01	TCGA-36-2540-01A-01D-1043-01	0.72
TCGA-36-2542-01	TCGA-36-2542-01A-01D-1043-01	0.75
TCGA-36-2543-01	TCGA-36-2543-01A-01D-1043-01	0.58
TCGA-36-2544-01	TCGA-36-2544-01A-01D-1043-01	0.91
TCGA-36-2545-01	TCGA-36-2545-01A-01D-1043-01	0.78
TCGA-36-2547-01	TCGA-36-2547-01A-01D-1043-01	0.8
TCGA-36-2548-01	TCGA-36-2548-01A-01D-1043-01	0.81
TCGA-36-2551-01	TCGA-36-2551-01A-01D-1043-01	0.78
TCGA-36-2552-01	TCGA-36-2552-01A-01D-1043-01	0.93
TCGA-3P-A9WA-01	TCGA-3P-A9WA-01A-11D-A402-01	0.85
TCGA-42-2582-01	TCGA-42-2582-01A-01D-1043-01	0.75
TCGA-42-2587-01	TCGA-42-2587-01A-01D-1043-01	0.6
TCGA-42-2588-01	TCGA-42-2588-01A-01D-1043-01	0.57
TCGA-42-2589-01	TCGA-42-2589-01A-01D-1043-01	0.85
TCGA-42-2590-01	TCGA-42-2590-01A-01D-1043-01	0.76
TCGA-42-2591-01	TCGA-42-2591-01A-01D-1043-01	0.91
TCGA-42-2593-01	TCGA-42-2593-01A-01D-1043-01	0.84
TCGA-57-1586-01	TCGA-57-1586-01A-02D-0559-01	0.84
TCGA-57-1992-01	TCGA-57-1992-01A-01D-0648-01	0.87
TCGA-57-1993-01	TCGA-57-1993-01A-01D-0648-01	0.82
TCGA-57-1994-01	TCGA-57-1994-01A-01D-0648-01	0.75
TCGA-59-2348-01	TCGA-59-2348-01A-01D-0704-01	0.63
TCGA-59-2350-01	TCGA-59-2350-01A-01D-0704-01	0.84
TCGA-59-2351-01	TCGA-59-2351-01A-01D-0704-01	0.5
TCGA-59-2352-01	TCGA-59-2352-01A-01D-0704-01	0.67
TCGA-59-2354-01	TCGA-59-2354-01A-01D-0704-01	0.64
TCGA-59-2355-01	TCGA-59-2355-01A-01D-0704-01	0.79
TCGA-59-2363-01	TCGA-59-2363-01A-01D-0704-01	0.92
TCGA-59-2372-01	TCGA-59-2372-01A-01D-1043-01	0.97
TCGA-59-A5PD-01	TCGA-59-A5PD-01A-11D-A402-01	0.67
TCGA-5X-AA5U-01	TCGA-5X-AA5U-01A-11D-A402-01	0.86
TCGA-61-1722-01	TCGA-61-1722-01A-01D-0577-01	0.55
TCGA-61-1725-01	TCGA-61-1725-01A-01D-0577-01	0.83
TCGA-61-1727-01	TCGA-61-1727-01A-01D-0577-01	0.56
TCGA-61-1728-01	TCGA-61-1728-01A-01D-0648-01	0.86
TCGA-61-1730-01	TCGA-61-1730-01A-01D-0577-01	0.8
TCGA-61-1733-01	TCGA-61-1733-01A-01D-0577-01	0.84
TCGA-61-1736-01	TCGA-61-1736-01B-01D-0663-01	0.81
TCGA-61-1737-01	TCGA-61-1737-01A-01D-0577-01	0.76
TCGA-61-1738-01	TCGA-61-1738-01A-01D-0577-01	0.93
TCGA-61-1740-01	TCGA-61-1740-01A-01D-0577-01	0.81
TCGA-61-1741-01	TCGA-61-1741-01A-02D-0577-01	0.82
TCGA-61-1895-01	TCGA-61-1895-01A-01D-0577-01	0.65
TCGA-61-1899-01	TCGA-61-1899-01A-01D-0577-01	0.78
TCGA-61-1900-01	TCGA-61-1900-01A-01D-0577-01	0.9
TCGA-61-1901-01	TCGA-61-1901-01A-01D-0577-01	0.83
TCGA-61-1903-01	TCGA-61-1903-01A-01D-0577-01	0.86
TCGA-61-1904-01	TCGA-61-1904-01A-01D-0577-01	0.58
TCGA-61-1906-01	TCGA-61-1906-01A-01D-0577-01	0.79
TCGA-61-1907-01	TCGA-61-1907-01A-01D-0577-01	0.76
TCGA-61-1910-01	TCGA-61-1910-01A-01D-0577-01	0.97
TCGA-61-1911-01	TCGA-61-1911-01A-01D-0577-01	0.72
TCGA-61-1913-01	TCGA-61-1913-01A-01D-0577-01	0.89
TCGA-61-1914-01	TCGA-61-1914-01A-01D-0577-01	0.76
TCGA-61-1915-01	TCGA-61-1915-01A-01D-0577-01	0.77
TCGA-61-1919-01	TCGA-61-1919-01A-01D-0648-01	0.66
TCGA-61-1995-01	TCGA-61-1995-01A-01D-0663-01	0.83
TCGA-61-1998-01	TCGA-61-1998-01A-01D-0663-01	0.72
TCGA-61-2000-01	TCGA-61-2000-01A-01D-0663-01	0.92
TCGA-61-2002-01	TCGA-61-2002-01A-01D-0663-01	0.69
TCGA-61-2003-01	TCGA-61-2003-01A-01D-0663-01	0.47
TCGA-61-2008-01	TCGA-61-2008-01A-02D-0663-01	0.78
TCGA-61-2009-01	TCGA-61-2009-01A-01D-0663-01	0.57
TCGA-61-2012-01	TCGA-61-2012-01A-01D-0663-01	0.58
TCGA-61-2016-01	TCGA-61-2016-01A-01D-0663-01	0.88
TCGA-61-2018-01	TCGA-61-2018-01A-01D-0663-01	0.75
TCGA-61-2087-01	TCGA-61-2087-01A-01D-0663-01	0.93
TCGA-61-2088-01	TCGA-61-2088-01A-01D-0663-01	0.93
TCGA-61-2092-01	TCGA-61-2092-01A-01D-0663-01	0.93
TCGA-61-2094-01	TCGA-61-2094-01A-01D-0663-01	0.6
TCGA-61-2095-01	TCGA-61-2095-01A-01D-0663-01	0.62
TCGA-61-2096-01	TCGA-61-2096-01A-01D-0663-01	0.91
TCGA-61-2097-01	TCGA-61-2097-01A-02D-0663-01	0.61
TCGA-61-2101-01	TCGA-61-2101-01A-01D-0663-01	0.82
TCGA-61-2102-01	TCGA-61-2102-01A-01D-0663-01	0.92
TCGA-61-2104-01	TCGA-61-2104-01A-01D-0663-01	0.75
TCGA-61-2109-01	TCGA-61-2109-01A-01D-0663-01	0.91
TCGA-61-2110-01	TCGA-61-2110-01A-01D-0663-01	0.86
TCGA-61-2113-01	TCGA-61-2113-01A-01D-0663-01	0.49
TCGA-61-2610-02	TCGA-61-2610-02A-01D-1134-01	0.87
TCGA-61-2611-02	TCGA-61-2611-02A-01D-1134-01	0.29
TCGA-61-2612-01	TCGA-61-2612-01A-01D-1134-01	0.54
TCGA-61-2613-01	TCGA-61-2613-01A-01D-1134-01	0.73
TCGA-61-2614-01	TCGA-61-2614-01A-01D-1134-01	0.61
TCGA-OY-A56P-01	TCGA-OY-A56P-01A-12D-A402-01	0.96
TCGA-OY-A56Q-01	TCGA-OY-A56Q-01A-11D-A402-01	0.98
TCGA-VG-A8LO-01	TCGA-VG-A8LO-01A-11D-A402-01	0.93
TCGA-WR-A838-01	TCGA-WR-A838-01A-12D-A402-01	0.95
TCGA-2J-AAB1-01	TCGA-2J-AAB1-01A-11D-A40V-01	0.4
TCGA-2J-AAB4-01	TCGA-2J-AAB4-01A-12D-A40V-01	0.3
TCGA-2J-AAB6-01	TCGA-2J-AAB6-01A-11D-A40V-01	0.54
TCGA-2J-AAB8-01	TCGA-2J-AAB8-01A-12D-A40V-01	0.29
TCGA-2J-AAB9-01	TCGA-2J-AAB9-01A-11D-A40V-01	0.33
TCGA-2J-AABA-01	TCGA-2J-AABA-01A-21D-A40V-01	0.34
TCGA-2J-AABE-01	TCGA-2J-AABE-01A-12D-A40V-01	0.42
TCGA-2J-AABF-01	TCGA-2J-AABF-01A-31D-A40V-01	0.32
TCGA-2J-AABH-01	TCGA-2J-AABH-01A-21D-A40V-01	0.5
TCGA-2J-AABI-01	TCGA-2J-AABI-01A-12D-A40V-01	0.72
TCGA-2J-AABO-01	TCGA-2J-AABO-01A-21D-A40V-01	0.26
TCGA-2J-AABP-01	TCGA-2J-AABP-01A-11D-A40V-01	0.55
TCGA-2J-AABT-01	TCGA-2J-AABT-01A-11D-A40V-01	0.23
TCGA-2J-AABU-01	TCGA-2J-AABU-01A-11D-A40V-01	0.54
TCGA-2J-AABV-01	TCGA-2J-AABV-01A-12D-A40V-01	0.26
TCGA-2L-AAQA-01	TCGA-2L-AAQA-01A-21D-A38F-01	0.63
TCGA-2L-AAQE-01	TCGA-2L-AAQE-01A-11D-A396-01	0.38
TCGA-2L-AAQI-01	TCGA-2L-AAQI-01A-12D-A396-01	0.31
TCGA-2L-AAQJ-01	TCGA-2L-AAQJ-01A-12D-A396-01	0.47
TCGA-2L-AAQL-01	TCGA-2L-AAQL-01A-11D-A38F-01	0.24
TCGA-2L-AAQM-01	TCGA-2L-AAQM-01A-11D-A396-01	0.87
TCGA-3A-A9I5-01	TCGA-3A-A9I5-01A-11D-A38F-01	0.33
TCGA-3A-A9I7-01	TCGA-3A-A9I7-01A-21D-A38F-01	0.18
TCGA-3A-A9I9-01	TCGA-3A-A9I9-01A-11D-A38F-01	0.32
TCGA-3A-A9IB-01	TCGA-3A-A9IB-01A-21D-A396-01	0.4
TCGA-3A-A9IC-01	TCGA-3A-A9IC-01A-11D-A38F-01	0.39
TCGA-3A-A9IH-01	TCGA-3A-A9IH-01A-12D-A396-01	0.88
TCGA-3A-A9IJ-01	TCGA-3A-A9IJ-01A-11D-A396-01	0.73
TCGA-3A-A9IL-01	TCGA-3A-A9IL-01A-11D-A38F-01	0.83
